OrderDate,Sales,Profit
806,2022-10-06,4.09,-1.04
807,2022-10-06,5.3,3.03
808,2022-10-06,4.11,3.31
809,2022-10-06,4.32,1.4
810,2022-10-06,8.02,4.31
811,2022-10-07,6.57,2.34
812,2022-10-07,4.96,0.71
813,2022-10-07,3.17,-1.71
814,2022-10-07,7.84,4.45
815,2022-10-08,6.1,-0.46
816,2022-10-08,3.19,2.13
817,2022-10-08,6.16,1.29
818,2022-10-08,5.85,0.91
819,2022-10-08,5.73,-0.31
820,2022-10-09,5.59,-0.67
821,2022-10-09,5.63,0.78
822,2022-10-10,5.46,0.43
823,2022-10-10,6.31,2.59
824,2022-10-10,3.97,2.66
825,2022-10-10,5.04,1.1
826,2022-10-10,4.97,0.6
827,2022-10-11,4.9,-0.55
828,2022-10-11,3.65,1.32
829,2022-10-12,5.15,3.3
830,2022-10-12,4.48,-0.6
831,2022-10-13,5.74,2.63
832,2022-10-13,4.95,2.05
833,2022-10-13,3.87,-0.49
834,2022-10-13,5.71,3.35
835,2022-10-14,5.52,0.12
836,2022-10-14,4.13,0.74
837,2022-10-14,4.33,1.72
838,2022-10-15,8.96,6.11
839,2022-10-16,4.99,-1.59
840,2022-10-16,4.16,-1.23
841,2022-10-16,4.06,-2.11
842,2022-10-16,5.75,-0.52
843,2022-10-16,5.4,1.12
844,2022-10-17,5.75,-0.29
845,2022-10-17,4.4,-0.42
846,2022-10-17,4.08,3.85
847,2022-10-17,3.05,0.15
848,2022-10-18,5.87,1.78
849,2022-10-18,8.71,2.95
850,2022-10-18,2.87,-2.49
851,2022-10-19,5.86,-4.19
852,2022-10-20,3.25,2.3
853,2022-10-20,4.36,-2.33
854,2022-10-21,4.69,2.37
855,2022-10-21,5.27,1.76
856,2022-10-21,4.36,1.21
857,2022-10-22,5.96,1.22
858,2022-10-22,4.32,3.87
859,2022-10-22,5.19,0.76
860,2022-10-22,6.54,2.46
861,2022-10-23,6.53,1.45
862,2022-10-23,5.2,2.48
863,2022-10-24,6.2,0.85
864,2022-10-25,6.88,0.37
865,2022-10-25,4.37,4.26
866,2022-10-25,3.62,2.24
867,2022-10-25,3.78,-1.76
868,2022-10-26,4.75,-0.9
869,2022-10-26,7.36,1.98
870,2022-10-27,4.66,-0.45
871,2022-10-28,4,0.44
872,2022-10-28,5.72,3.8
873,2022-10-28,4.45,0.24
874,2022-10-29,8.59,1.63
875,2022-10-29,6.76,2.06
876,2022-10-29,4.71,-1.63
877,2022-10-30,2.89,-0.56
878,2022-10-30,7.92,2.83
879,2022-10-30,3.67,0.01
880,2022-10-30,4.65,0.19
881,2022-10-30,5.77,-0.09
882,2022-10-31,6.63,-0.39
883,2022-10-31,5.09,1.59
884,2022-10-31,5.5,1.74
885,2022-10-31,4.6,1.9
886,2022-11-01,2.88,2.49
887,2022-11-01,6.03,0.61
888,2022-11-02,4.84,-2.7
889,2022-11-02,7.46,2.98
890,2022-11-03,7.56,2.19
891,2022-11-04,5.19,0.75
892,2022-11-04,3.2,2.81
893,2022-11-05,5.12,-1.48
894,2022-11-05,4.56,1.63
895,2022-11-05,4.13,1.91
896,2022-11-06,5.18,4.09
897,2022-11-07,4.86,2.55
898,2022-11-07,5.63,1.47
899,2022-11-08,4.66,2.33
900,2022-11-08,5.99,5.03
901,2022-11-08,4.63,0.1
902,2022-11-08,4.06,0.46
903,2022-11-08,5.86,-1.1
904,2022-11-09,131.34,30.39
905,2022-11-09,1.9,-1.12
906,2022-11-09,3.02,-2.11
907,2022-11-09,3.5,1.26
908,2022-11-09,6.16,4.46
909,2022-11-10,7.3,-0.47
910,2022-11-10,4.29,-3.21
911,2022-11-11,8.98,3.01
912,2022-11-11,5.98,-0.37
913,2022-11-11,6.26,-1.15
914,2022-11-12,5.3,0.97
915,2022-11-12,6.14,3.29
916,2022-11-12,6.29,-0.83
917,2022-11-13,4.38,0.24
918,2022-11-13,4.06,1.46
919,2022-11-14,4.3,1.67
920,2022-11-14,3.89,-0.51
921,2022-11-15,5.23,0.65
922,2022-11-15,8.22,3.08
923,2022-11-16,5.34,2.96
924,2022-11-16,4.52,-0.31
925,2022-11-16,5.88,-0.28
926,2022-11-16,4.64,0.5
927,2022-11-17,7.67,0.25
928,2022-11-18,4.44,4.17
929,2022-11-18,5.75,1.25
930,2022-11-19,4.2,-1.65
931,2022-11-19,40.77,11.98
932,2022-11-19,3.59,-0.01
933,2022-11-19,5.41,-0.41
934,2022-11-19,4.07,-1.09
935,2022-11-20,5.99,3.04
936,2022-11-21,5.77,-1.22
937,2022-11-21,8.18,-1.46
938,2022-11-21,5.16,0.38
939,2022-11-21,4.19,1.17
940,2022-11-22,9.51,3.92
941,2022-11-22,6.81,4.74
942,2022-11-22,5.64,1.75
943,2022-11-23,4.07,-1.74
944,2022-11-23,4.84,1.97
945,2022-11-23,8.88,4.33
946,2022-11-23,4.28,-0.5
947,2022-11-24,6.03,-0.26
948,2022-11-24,6.02,1.47
949,2022-11-24,6.05,4.59
950,2022-11-25,5.75,2.3
951,2022-11-25,4.87,2.62
952,2022-11-25,6.21,-1.18
953,2022-11-25,4.5,3.47
954,2022-11-26,6.36,-0.22
955,2022-11-27,5.09,0.92
956,2022-11-27,6.73,0.37
957,2022-11-28,4.02,0.18
958,2022-11-28,4.87,-0.41
959,2022-11-28,6.88,3.46
960,2022-11-29,7.57,1.14
961,2022-11-30,5.77,-0.66
962,2022-11-30,5.05,1.72
963,2022-12-01,6.47,2.39
964,2022-12-02,6.08,-1.57
965,2022-12-02,7.8,3.31
966,2022-12-02,9.98,4.2
967,2022-12-03,5.73,1.48
968,2022-12-03,8.25,-1.52
969,2022-12-03,58.48,16.86
970,2022-12-03,6.63,5.8
971,2022-12-03,6.28,1.43
972,2022-12-04,4.44,0.23
973,2022-12-04,5.78,1.51
974,2022-12-05,4.43,0.18
975,2022-12-06,6.66,3.35
976,2022-12-07,3.94,-2.6
977,2022-12-07,8.15,0.18
978,2022-12-08,7.73,-1.58
979,2022-12-09,7.86,2.41
980,2022-12-09,6.25,-0.36
981,2022-12-09,4.53,-0.96
982,2022-12-09,4.92,-0.57
983,2022-12-10,4.86,0.13
984,2022-12-11,3.83,0.61
985,2022-12-11,3.64,2.17
986,2022-12-11,8.28,1.3
987,2022-12-12,4.58,2.58
988,2022-12-13,6.97,1.97
989,2022-12-13,3.46,0.03
990,2022-12-13,8.1,2.94
991,2022-12-13,4.92,1.48
992,2022-12-14,9.1,3.67
993,2022-12-14,3.25,0.17
994,2022-12-14,3.54,0.04
995,2022-12-15,4.58,0.17
996,2022-12-15,4.02,2.32
997,2022-12-15,8.16,2.91
998,2022-12-16,6.59,3.22
999,2022-12-16,5.27,0.09
1000,2022-12-16,4.6,0.24
1001,2022-12-16,5.59,-1.05
1002,2022-12-16,5.33,-1.61
1003,2022-12-17,6.27,2.79
1004,2022-12-17,6.99,-1.13
1005,2022-12-17,5.31,0.51
1006,2022-12-17,7.41,1.92
1007,2022-12-17,8.91,-0.03
1008,2022-12-18,6.86,5.71
1009,2022-12-18,8.07,2.33
1010,2022-12-18,6.81,2.12
1011,2022-12-19,7.41,2.62
1012,2022-12-19,4.67,0.78
1013,2022-12-19,6.41,-1.55
1014,2022-12-19,6.56,2.04
1015,2022-12-19,3.67,-1.99
1016,2022-12-20,9.88,3.5
1017,2022-12-20,5.27,1.1
1018,2022-12-21,3.2,1.46
1019,2022-12-21,6.28,-0.26
1020,2022-12-21,7.64,2.07
1021,2022-12-21,5.52,0.56
1022,2022-12-22,5.84,2.39
1023,2022-12-22,7.74,1.48
1024,2022-12-23,5.63,1.41
1025,2022-12-23,4.61,0.2
1026,2022-12-23,5.73,-1.18
1027,2022-12-23,8.33,2.07
1028,2022-12-24,6.09,1.5
1029,2022-12-25,6.74,1.7
1030,2022-12-26,11.71,0.64
1031,2022-12-26,5.19,3.26
1032,2022-12-26,4.55,2.37
1033,2022-12-26,8.19,1.57
1034,2022-12-27,3.91,2.2
1035,2022-12-28,9.17,-0.59
1036,2022-12-28,4.81,-3.38
1037,2022-12-28,5.74,2.05
1038,2022-12-29,10.69,5.85
1039,2022-12-29,4.88,0.04
1040,2022-12-29,5.38,1.52
1041,2022-12-30,3.46,2.17
1042,2022-12-30,3.8,2.87
1043,2022-12-31,4.24,-1.86
1044,2022-12-31,6.82,1.71
1045,2023-01-01,6.53,-0.42
1046,2023-01-02,9.93,1.99
1047,2023-01-02,10.4,1.16
1048,2023-01-02,9.24,1.95
1049,2023-01-02,12.61,2.54
1050,2023-01-03,11.31,0.38
1051,2023-01-03,10.15,1.78
1052,2023-01-03,10.84,4.46
1053,2023-01-03,7.26,1.35
1054,2023-01-03,17.26,2
1055,2023-01-04,11.71,2.98
1056,2023-01-04,10.93,-0.25
1057,2023-01-04,9.94,0.82
1058,2023-01-04,9.15,1.82
1059,2023-01-04,15.62,2.08
1060,2023-01-05,11.83,2.35
1061,2023-01-05,8.12,4.37
1062,2023-01-05,14.83,-0.04
1063,2023-01-05,14.63,-0.15
1064,2023-01-05,11.14,2.81
1065,2023-01-06,9.62,1.63
1066,2023-01-06,9.02,1.92
1067,2023-01-06,13.89,4.43
1068,2023-01-06,12.96,5.33
1069,2023-01-07,9.14,1.63
1070,2023-01-07,12.87,5.14
1071,2023-01-07,14.53,6.97
1072,2023-01-08,13.24,1.14
1073,2023-01-09,19.38,7.05
1074,2023-01-09,22.44,9.05
1075,2023-01-10,16.44,5.75
1076,2023-01-10,7.61,3.69
1077,2023-01-10,18.59,2.62
1078,2023-01-10,10.57,3.01
1079,2023-01-11,8.31,2.83
1080,2023-01-11,15.02,3.32
1081,2023-01-12,14.54,2.02
1082,2023-01-12,13.74,3.86
1083,2023-01-12,11.71,1.17
1084,2023-01-13,17.35,6.9
1085,2023-01-14,15.6,7.14
1086,2023-01-14,10.53,2.99
1087,2023-01-14,9.64,-0.68
1088,2023-01-15,9.51,4.3
1089,2023-01-15,14.27,1.81
1090,2023-01-16,17.63,6.45
1091,2023-01-17,20.68,8.61
1092,2023-01-17,20.82,5.87
1093,2023-01-17,15.96,5.17
1094,2023-01-17,14.52,3.52
1095,2023-01-18,17.71,3.44
1096,2023-01-19,16.46,2.35
1097,2023-01-19,15.1,3.54
1098,2023-01-19,16.97,7.02
1099,2023-01-19,13.75,4.84
1100,2023-01-19,39.3,9.42
1101,2023-01-20,7.4,-0.21
1102,2023-01-20,25.01,5.6
1103,2023-01-20,34,6.75
1104,2023-01-21,16.43,5.5
1105,2023-01-21,21.93,2.8
1106,2023-01-22,14.82,4.04
1107,2023-01-22,23.33,8.12
1108,2023-01-22,22.84,6.85
1109,2023-01-22,12.44,2.58
1110,2023-01-22,11.52,4.95
1111,2023-01-23,19.56,9.15
1112,2023-01-24,12.6,3.13
1113,2023-01-24,26.16,4.83
1114,2023-01-24,20.38,4.38
1115,2023-01-25,20.81,7.49
1116,2023-01-25,19.44,8.15
1117,2023-01-25,20.03,4.5
1118,2023-01-25,25.76,5.66
1119,2023-01-25,18.58,3.92
1120,2023-01-26,20.62,2.44
1121,2023-01-26,19.08,5.3
1122,2023-01-27,24.54,7.72
1123,2023-01-27,15.8,3.79
1124,2023-01-28,12.17,5.31
1125,2023-01-28,17.39,5.2
1126,2023-01-29,10.59,3.34
1127,2023-01-29,13.94,4.79
1128,2023-01-29,18.98,5.49
1129,2023-01-30,14.14,2.1
1130,2023-01-30,24.41,9.18
1131,2023-01-30,19.11,3.28
1132,2023-01-30,14.69,0.91
1133,2023-01-30,25.5,5.31
1134,2023-01-31,17.68,4.82
1135,2023-02-01,23.72,3.85
1136,2023-02-01,20.73,7.3
1137,2023-02-01,19.41,5.29
1138,2023-02-01,15.02,1.65
1139,2023-02-02,9.36,6.21
1140,2023-02-02,11.41,2.89
1141,2023-02-03,13.08,0.93
1142,2023-02-03,16.57,4.45
1143,2023-02-03,28.98,11.01
1144,2023-02-03,17.46,2.7
1145,2023-02-04,12.06,0.06
1146,2023-02-04,16.03,2.95
1147,2023-02-04,23.61,6.76
1148,2023-02-05,23.3,5.23
1149,2023-02-05,16.27,4.84
1150,2023-02-05,18.28,3.17
1151,2023-02-05,22.41,6.47
1152,2023-02-06,18.45,5.53
1153,2023-02-07,22.34,5.34
1154,2023-02-07,28.59,7.67
1155,2023-02-07,24.25,6.59
1156,2023-02-07,25.4,7.19
1157,2023-02-08,27.49,9.61
1158,2023-02-08,16.85,6.44
1159,2023-02-08,19.78,9.09
1160,2023-02-09,24.87,10.46
1161,2023-02-09,13.84,3.04
1162,2023-02-09,16.69,4.39
1163,2023-02-10,21.97,3.47
1164,2023-02-10,17.28,0.82
1165,2023-02-10,34.04,10.58
1166,2023-02-10,35.34,9.59
1167,2023-02-10,20.17,11.72
1168,2023-02-11,26.72,6.8
1169,2023-02-11,17.93,4.06
1170,2023-02-11,20.81,6.81
1171,2023-02-12,21.15,2.17
1172,2023-02-12,30.22,5.91
1173,2023-02-13,24.72,8.34
1174,2023-02-13,25.96,6.98
1175,2023-02-13,18.86,5.36
1176,2023-02-13,25.51,6.6
1177,2023-02-13,26.75,4.24
1178,2023-02-14,32.07,4.46
1179,2023-02-14,21.42,2.02
1180,2023-02-15,26.07,8.02
1181,2023-02-15,27.66,6.83
1182,2023-02-15,18.6,4.54
1183,2023-02-16,17.07,6.12
1184,2023-02-16,31.55,10.27
1185,2023-02-16,33.02,5.52
1186,2023-02-16,28.28,8.04
1187,2023-02-16,33.66,11.65
1188,2023-02-17,34.24,11.94
1189,2023-02-17,37.31,9.34
1190,2023-02-17,26.81,8.56
1191,2023-02-17,33.2,9.76
1192,2023-02-17,20.98,8.77
1193,2023-02-18,20.85,8.73
1194,2023-02-18,45.44,9.44
1195,2023-02-19,27.15,5.21
1196,2023-02-19,19.37,9
1197,2023-02-19,25.84,7.35
1198,2023-02-19,23.14,4.95
1199,2023-02-19,155.3,39.98
1200,2023-02-20,26.61,5.95
1201,2023-02-20,33.25,9.7
1202,2023-02-20,36.03,7.65
1203,2023-02-21,28.25,8.24
1204,2023-02-21,47.93,14.83
1205,2023-02-21,30.77,8.67
1206,2023-02-21,13.69,3.85
1207,2023-02-21,43.78,7.17
1208,2023-02-22,22.13,5.09
1209,2023-02-22,25.29,6.39
1210,2023-02-22,28.85,8.25
1211,2023-02-23,22.91,5.12
1212,2023-02-23,23.79,5.8
1213,2023-02-24,415.39,104.5
1214,2023-02-24,14.67,2.31
1215,2023-02-24,30.12,7.88
1216,2023-02-25,33.49,8.5
1217,2023-02-25,30.29,4.78
1218,2023-02-26,37.27,8.3
1219,2023-02-26,37.13,8.84
1220,2023-02-26,36.53,8.68
1221,2023-02-26,47.47,9.37
1222,2023-02-27,25.64,7.97
1223,2023-02-27,32.23,10.41
1224,2023-02-27,28.49,6.79
1225,2023-02-27,36.82,6.83
1226,2023-02-27,26.14,7.65
1227,2023-02-28,25.18,7.38
1228,2023-02-28,33.96,6.43
1229,2023-02-28,29.06,6.9
1230,2023-02-28,24.79,6.86
1231,2023-02-28,30.85,5.17
1232,2023-03-01,36.04,8.87
1233,2023-03-01,29.31,3.96
1234,2023-03-01,25.28,6.06
1235,2023-03-02,36.03,8.4
1236,2023-03-02,22.41,5.73
1237,2023-03-03,30.27,9.03
1238,2023-03-03,29.77,6.77
1239,2023-03-03,55.35,17.51
1240,2023-03-04,16.73,2.72
1241,2023-03-04,34.63,10.29
1242,2023-03-05,34.56,8.98
1243,2023-03-06,32.65,9.18
1244,2023-03-06,48.41,15.46
1245,2023-03-06,28.08,4.91
1246,2023-03-06,32.3,10.13
1247,2023-03-06,42.42,7.98
1248,2023-03-07,29.86,8.29
1249,2023-03-07,32.85,5.18
1250,2023-03-08,31.82,6.25
1251,2023-03-08,39.77,8.65
1252,2023-03-09,34.34,4.42
1253,2023-03-10,26.77,5.95
1254,2023-03-10,25.78,3.74
1255,2023-03-10,32.73,0.1
1256,2023-03-10,19.84,4.63
1257,2023-03-11,36.32,10.42
1258,2023-03-11,23.83,3.57
1259,2023-03-11,37.57,8.14
1260,2023-03-11,64.83,16.55
1261,2023-03-12,68.33,16.52
1262,2023-03-12,36.43,8.27
1263,2023-03-12,24.45,8.58
1264,2023-03-12,47.45,14.62
1265,2023-03-13,72.08,17.64
1266,2023-03-13,32.71,9.36
1267,2023-03-13,65.54,15.84
1268,2023-03-13,41.58,10.68
1269,2023-03-13,25.89,5.2
1270,2023-03-14,28.03,5.16
1271,2023-03-14,49.14,15.34
1272,2023-03-15,45.75,13.92
1273,2023-03-15,36.12,10.11
1274,2023-03-15,19.9,0.49
1275,2023-03-15,34.63,7.53
1276,2023-03-15,35.21,6.29
1277,2023-03-16,26.75,7.98
1278,2023-03-17,40.41,11.26
1279,2023-03-17,42.57,9.38
1280,2023-03-17,31.49,9.96
1281,2023-03-18,36.2,10.79
1282,2023-03-18,42.5,8.79
1283,2023-03-18,43.57,10.79
1284,2023-03-18,26.92,6.61
1285,2023-03-18,42.81,9.68
1286,2023-03-19,36.44,7.68
1287,2023-03-19,29.77,8.24
1288,2023-03-20,65.69,19.03
1289,2023-03-20,44.83,11.91
1290,2023-03-20,52.93,15.02
1291,2023-03-20,33.01,6.38
1292,2023-03-20,23.68,4.02
1293,2023-03-21,32.18,8.87
1294,2023-03-21,51.37,11.05
1295,2023-03-21,46.24,11.89
1296,2023-03-22,69.44,15.25
1297,2023-03-22,27.33,6.06
1298,2023-03-22,35.09,6.56
1299,2023-03-22,41.28,9.96
1300,2023-03-23,44.44,9.93
1301,2023-03-23,36.57,11.29
1302,2023-03-23,58.71,15.49
1303,2023-03-23,49.67,12.43
1304,2023-03-23,47.7,10.29
1305,2023-03-24,36.41,10.07
1306,2023-03-24,56,14.75
1307,2023-03-24,44.11,9.82
1308,2023-03-25,32.99,11.08
1309,2023-03-25,39.87,11.08
1310,2023-03-25,39.63,11.87
1311,2023-03-25,24.26,4.89
1312,2023-03-25,39.64,11.79
1313,2023-03-26,39.44,9.73
1314,2023-03-26,47.93,11.47
1315,2023-03-26,37.38,7.61
1316,2023-03-26,29.73,3.02
1317,2023-03-26,39.71,8.1
1318,2023-03-27,31.55,7.4
1319,2023-03-28,30.65,9.81
1320,2023-03-28,43.51,11.52
1321,2023-03-28,29.78,7.7
1322,2023-03-28,42.6,10.87
1323,2023-03-28,44.28,11.61
1324,2023-03-29,69.06,17.5
1325,2023-03-29,42.24,8.71
1326,2023-03-29,54.7,16.32
1327,2023-03-29,58.82,14.04
1328,2023-03-29,49.89,15.5
1329,2023-03-30,39.64,7.37
1330,2023-03-30,38.93,8.57
1331,2023-03-31,46.34,9.33
1332,2023-03-31,48.64,12.15
1333,2023-03-31,44.98,11.12
1334,2023-03-31,27.08,7.93
1335,2023-03-31,55.33,15.02
1336,2023-04-01,36.38,9.28
1337,2023-04-02,43.09,13.72
1338,2023-04-02,129.15,33.61
1339,2023-04-03,68.75,14.97
1340,2023-04-03,62.47,15.95
1341,2023-04-03,48.26,13.8
1342,2023-04-04,38.95,8.97
1343,2023-04-04,31.44,5.6
1344,2023-04-04,45.02,13.94
1345,2023-04-04,57.73,13.76
1346,2023-04-05,42.03,9.4
1347,2023-04-05,55.79,13.71
1348,2023-04-06,81.65,19.8
1349,2023-04-06,31.91,9.45
1350,2023-04-06,54.17,14.43
1351,2023-04-07,73.31,20.81
1352,2023-04-07,31.31,7.58
1353,2023-04-07,62.1,15.79
1354,2023-04-08,18.48,3.54
1355,2023-04-09,52.67,14.43
1356,2023-04-09,50.26,10.24
1357,2023-04-09,35.43,8.83
1358,2023-04-09,29.95,8.27
1359,2023-04-10,94.48,25.05
1360,2023-04-10,47.8,10.67
1361,2023-04-10,35.66,8.23
1362,2023-04-10,85.63,20.4
1363,2023-04-11,63.41,17.25
1364,2023-04-11,45.95,13.05
1365,2023-04-11,58.79,14.01
1366,2023-04-12,48.38,10.87
1367,2023-04-12,40.95,9.68
1368,2023-04-13,41.6,7.13
1369,2023-04-13,44.5,8
1370,2023-04-13,35.37,6.27
1371,2023-04-13,46.45,13.77
1372,2023-04-14,93.89,25.05
1373,2023-04-14,29.34,5.55
1374,2023-04-14,49.33,13.63
1375,2023-04-15,63.38,15.33
1376,2023-04-15,36.97,10.06
1377,2023-04-15,91.56,25.3
1378,2023-04-15,26.72,7.13
1379,2023-04-15,35.31,10.42
1380,2023-04-16,27.22,8.37
1381,2023-04-16,26.8,9.22
1382,2023-04-16,38.31,11.51
1383,2023-04-16,30.52,9.73
1384,2023-04-17,36.08,7.96
1385,2023-04-17,94.51,23.17
1386,2023-04-17,45.13,12.68
1387,2023-04-18,73.38,18.03
1388,2023-04-19,28.88,8.84
1389,2023-04-19,43.69,10.46
1390,2023-04-19,41.13,11.64
1391,2023-04-20,97.25,20.97
1392,2023-04-20,43.13,9.96
1393,2023-04-20,58.57,15.15
1394,2023-04-20,62.07,20.13
1395,2023-04-20,53.13,12.14
1396,2023-04-21,41.94,11.62
1397,2023-04-21,61.52,18.02
1398,2023-04-22,63.86,14.44
1399,2023-04-22,39.52,6.77
1400,2023-04-22,53.51,12.42
1401,2023-04-22,38.69,10.76
1402,2023-04-22,58.74,12.83
1403,2023-04-23,45.2,9.89
1404,2023-04-23,35.63,10.33
1405,2023-04-23,60.62,15.12
1406,2023-04-23,44.92,13.7
1407,2023-04-23,67.01,13.07
1408,2023-04-24,33.71,8.58
1409,2023-04-24,36.8,9.23
1410,2023-04-24,44.21,12.51
1411,2023-04-24,63.45,18.48
1412,2023-04-25,49.84,14.07
1413,2023-04-25,58.29,13.42
1414,2023-04-26,40.87,10.95
1415,2023-04-27,29.92,11.55
1416,2023-04-27,57.63,13.47
1417,2023-04-28,47.89,10.66
1418,2023-04-28,90.26,23.53
1419,2023-04-28,48.87,17.05
1420,2023-04-29,70.66,13.91
1421,2023-04-29,43.56,8.53
1422,2023-04-29,48.95,11.5
1423,2023-04-30,78.63,18.05
1424,2023-04-30,44.13,13.4
1425,2023-05-01,57.25,13.51
1426,2023-05-01,63.9,19.44
1427,2023-05-02,66.38,13.97
1428,2023-05-02,35.65,8.78
1429,2023-05-02,44.72,10.96
1430,2023-05-02,48.18,14.53
1431,2023-05-02,84.8,19.34
1432,2023-05-03,64.02,15.29
1433,2023-05-03,44.9,12.28
1434,2023-05-03,55.71,12.93
1435,2023-05-03,58.2,16.53
1436,2023-05-04,45.15,12.04
1437,2023-05-04,59.36,15.87
1438,2023-05-04,75.16,18.96
1439,2023-05-05,81.5,22.06
1440,2023-05-05,65.81,20.33
1441,2023-05-05,46.68,11.99
1442,2023-05-05,64.25,15.32
1443,2023-05-06,74.66,18.68
1444,2023-05-06,66.96,17.23
1445,2023-05-06,52.54,13.12
1446,2023-05-06,80.59,23.91
1447,2023-05-06,52.03,13.37
1448,2023-05-07,68.43,17.42
1449,2023-05-07,48.4,16.05
1450,2023-05-08,51.59,12.58
1451,2023-05-08,52.05,13.45
1452,2023-05-09,105.88,28.46
1453,2023-05-10,96.54,24.33
1454,2023-05-10,52.11,12.62
1455,2023-05-10,53.37,12.45
1456,2023-05-10,80.65,18.63
1457,2023-05-10,59.39,16.95
1458,2023-05-11,42.12,8.24
1459,2023-05-11,83.92,21.25
1460,2023-05-11,56.7,13.56
1461,2023-05-12,50.21,9.69
1462,2023-05-12,52.45,12.82
1463,2023-05-12,64.01,18.04
1464,2023-05-13,53.6,14.2
1465,2023-05-13,83.63,19.37
1466,2023-05-13,72.06,19.26
1467,2023-05-13,71.13,18.59
1468,2023-05-13,29.72,7.64
1469,2023-05-14,76.69,19.77
1470,2023-05-14,46.59,10.57
1471,2023-05-14,56.01,12.61
1472,2023-05-14,47.82,8.24
1473,2023-05-14,56.68,12.58
1474,2023-05-15,29.29,7.64
1475,2023-05-15,41.15,10.33
1476,2023-05-16,88.29,22.93
1477,2023-05-16,45.01,8.55
1478,2023-05-16,39.9,9.37
1479,2023-05-16,77.04,19.31
1480,2023-05-16,56.9,12.64
1481,2023-05-17,58.6,16.75
1482,2023-05-17,51.52,10.35
1483,2023-05-17,48.67,13.25
1484,2023-05-17,87.49,20.62
1485,2023-05-17,49.37,12.74
1486,2023-05-18,41.53,13.16
1487,2023-05-18,47.7,12.41
1488,2023-05-19,82.41,20.66
1489,2023-05-20,33.81,12.04
1490,2023-05-20,61.25,14.62
1491,2023-05-20,57.37,13.66
1492,2023-05-20,35.41,8.48
1493,2023-05-21,70.94,17.68
1494,2023-05-21,58.28,15.85
1495,2023-05-22,54.11,12.07
1496,2023-05-22,97.84,25.9
1497,2023-05-22,45.9,10.37
1498,2023-05-23,56.72,10.12
1499,2023-05-24,77.82,19.51
1500,2023-05-24,39.3,8.83
1501,2023-05-25,48.78,12.93
1502,2023-05-25,62.66,18.55
1503,2023-05-25,67.34,14.9
1504,2023-05-25,40.93,6.61
1505,2023-05-25,97.72,21.36
1506,2023-05-26,60.2,9.59
1507,2023-05-26,41.17,6.38
1508,2023-05-27,42.62,12.15
1509,2023-05-27,81.86,21.94
1510,2023-05-27,102.74,24.57
1511,2023-05-27,49.33,11.17
1512,2023-05-28,64.93,15.57
1513,2023-05-28,88.5,24.04
1514,2023-05-28,57.21,15.36
1515,2023-05-29,59.02,15.38
1516,2023-05-29,45.65,10.53
1517,2023-05-29,62.95,14.82
1518,2023-05-29,105.35,23.48
1519,2023-05-30,109.5,21.13
1520,2023-05-30,47.7,12.14
1521,2023-05-31,76.75,15.81
1522,2023-06-01,99.95,23.65
1523,2023-06-01,75.78,18.76
1524,2023-06-01,48.57,12.98
1525,2023-06-01,81.1,20.92
1526,2023-06-02,44.09,10.02
1527,2023-06-02,71.3,16.56
1528,2023-06-02,88.36,23.69
1529,2023-06-02,58.29,16.24
1530,2023-06-03,54.36,11.7
1531,2023-06-04,47.12,9.9
1532,2023-06-04,70,17.32
1533,2023-06-04,95.74,27.04
1534,2023-06-04,60.14,15.25
1535,2023-06-04,102.51,24.29
1536,2023-06-05,59.24,12.56
1537,2023-06-05,69.35,17.74
1538,2023-06-06,60.36,15.59
1539,2023-06-06,78.11,15.44
1540,2023-06-07,80.03,21.44
1541,2023-06-07,67.52,17.4
1542,2023-06-07,52.28,14.91
1543,2023-06-07,96.67,23.95
1544,2023-06-07,50.1,11.34
1545,2023-06-08,70.26,17.81
1546,2023-06-08,39.93,7.98
1547,2023-06-09,85.42,23.71
1548,2023-06-09,55.33,11.18
1549,2023-06-09,69.97,17.98
1550,2023-06-09,94.48,24.41
1551,2023-06-10,116.53,28.41
1552,2023-06-10,61.13,15.89
1553,2023-06-10,82.48,19.06
1554,2023-06-11,95.75,27.23
1555,2023-06-11,46.51,14.07
1556,2023-06-12,87.1,20.71
1557,2023-06-12,193.86,50.99
1558,2023-06-13,68.49,17.48
1559,2023-06-13,57.22,9.31
1560,2023-06-14,311.49,79.32
1561,2023-06-14,47.87,12.71
1562,2023-06-15,93.44,21.08
1563,2023-06-16,155.72,38.47
1564,2023-06-16,61.85,18.08
1565,2023-06-16,100.49,24.97
1566,2023-06-17,30.64,9.14
1567,2023-06-17,83.98,22.33
1568,2023-06-17,57.13,12.22
1569,2023-06-17,87.34,22.55
1570,2023-06-18,102.34,26.57
1571,2023-06-18,46.88,12.61
1572,2023-06-18,63.35,13
1573,2023-06-19,94.02,22.81
1574,2023-06-19,91.26,18.2
1575,2023-06-20,55.36,15.03
1576,2023-06-20,71.55,18.65
1577,2023-06-20,36.08,11.14
1578,2023-06-20,65.02,16.29
1579,2023-06-20,71.05,17.57
1580,2023-06-21,120.41,29.63
1581,2023-06-21,84.84,19.15
1582,2023-06-21,69.02,16.64
1583,2023-06-21,95.97,21.8
1584,2023-06-22,77.61,24.51
1585,2023-06-22,90.52,22.51
1586,2023-06-22,61.41,14.1
1587,2023-06-23,92.22,23.14
1588,2023-06-23,87.13,25.72
1589,2023-06-23,94.34,25.3
