X0,X1,X2,X3,X4,X5,y
-2.8638,0.3958,-3.1608,-1.356,6.6549,0.858,1
3.3078,-5.7655,0.6025,-0.1577,1.1062,1.416,0
-3.5704,3.3515,1.1077,0.6703,0.8281,5.1584,0
-4.8399,1.5935,0.2259,-1.0146,-1.5027,-2.6229,1
-0.1948,3.4451,-3.8831,-2.0583,2.4784,-3.7174,3
4.8173,0.2434,-2.6964,4.4215,3.1324,-0.0706,1
-3.2586,-0.2814,-2.8552,-2.9248,3.4871,-2.7456,1
-3.8255,3.8342,-0.5919,-3.2268,3.7176,-3.0433,1
-1.2761,2.7916,5.6858,-1.205,-1.4457,5.8237,0
-2.405,-2.5095,2.74,-2.0899,-3.7669,2.3741,0
-2.375,3.1619,-2.7185,-3.604,2.507,2.3313,0
-1.1111,4.232,-5.9702,0.9017,0.4432,-3.1703,1
2.724,-1.6955,5.7057,0.2886,-1.983,-2.9646,3
2.4762,-4.1548,8.1925,0.9481,1.4361,-4.7745,3
0.8219,-3.0059,3.5208,-1.4331,-1.0452,-3.917,3
-0.731,-0.4902,4.5275,-1.9494,1.5785,-9.2057,3
-5.113,-0.4993,1.3242,-0.9772,4.285,0.2837,1
-3.4877,0.6856,1.1636,2.0299,3.5238,1.7465,1
0.0197,0.3533,-2.2459,-6.1209,0.9119,4.0647,0
-2.391,-1.805,1.3936,-2.3301,4.7574,-3.5138,1
1.3985,-3.0135,-0.0493,-5.8309,-1.6616,0.1999,2
-0.163,0.4932,-4.785,1.1927,1.2289,0.4014,1
5.0736,-2.8158,-1.0776,-6.3422,-5.0885,1.0157,2
-4.2719,2.0744,1.0945,4.4565,4.686,1.7807,1
1.072,4.4065,-2.4344,5.1587,-0.2878,-1.4646,1
4.1149,1.9238,1.5216,-0.4882,-3.0264,-1.7274,2
0.038,-4.3896,2.3984,-7.8691,0.5372,1.9976,2
-0.2898,-1.9997,-7.6871,-1.2187,-1.7605,-7.4828,2
2.3133,-5.223,1.597,-2.8912,1.1625,-2.8215,2
-0.9968,1.0275,-1.311,3.5974,4.0337,-1.8208,1
-1.7959,0.3784,-3.9114,3.1567,-0.983,2.9332,0
-1.619,3.7464,-3.3021,-1.7012,3.0593,-4.8874,0
-1.0626,2.0718,-2.8442,0.2166,-0.0482,-3.1062,1
1.3197,1.0134,1.696,-2.6212,1.2155,-3.3648,2
-3.5136,-1.2527,4.765,-1.465,-2.9424,-6.672,3
0.6149,-1.4258,-2.7828,1.5899,1.1673,3.1034,1
-1.9671,-0.0947,-0.0955,-4.2085,-1.4445,1.6534,0
-1.9474,1.2386,5.6627,-2.6469,-2.0934,-2.2188,3
4.8409,-2.2082,2.339,0.5006,5.4256,-6.6559,3
5.9778,3.8224,0.2852,-4.5796,-0.8505,-1.2861,1
4.5063,-2.7146,2.3794,-1.0817,-0.6969,0.6819,2
0.5651,-3.0052,0.0189,1.2846,3.3999,8.1621,0
-0.4438,1.2447,-2.2496,-0.597,7.7756,-2.1446,1
-0.5418,-7.6368,-0.4868,-2.5913,-1.7245,-0.1911,2
2.7089,-6.1264,0.2297,1.0437,-2.8716,1.8474,2
1.883,-0.2292,4.8036,-1.5895,-2.3348,-2.3202,3
2.2861,0.3671,-2.3657,-4.6304,-1.6177,-0.6974,2
-3.5964,-1.5626,-0.6031,2.2511,4.6355,-6.4565,1
4.4236,-1.7523,0.8538,-0.7118,2.192,-1.307,2
1.2849,1.1425,2.6894,3.4661,-8.7735,-3.3184,3
2.997,2.6951,0.9572,-2.1998,-2.1981,1.8781,0
1.1797,4.4061,1.3068,-5.0068,-0.597,3.9618,0
-0.657,-0.1854,4.9278,2.3186,1.55,-8.8429,3
-1.832,-1.7617,-3.2115,-1.1605,-1.9723,5.9652,0
-0.1257,-0.5014,1.2929,1.7368,0.1304,-1.8097,2
-2.6188,-0.3712,-1.4163,-2.5626,2.6311,-1.0825,1
1.3329,-0.7813,9.3359,-2.606,-5.4344,-7.7677,3
-0.5139,3.0561,-1.2263,-1.3175,8.3142,2.418,1
2.9277,0.6144,0.8702,0.6876,-0.3895,1.8905,0
-4.8017,-5.1131,2.4035,2.2097,-4.6528,-1.4883,3
0.5605,-1.1704,0.8382,2.1762,4.8386,3.5797,0
2.0287,-6.742,3.8016,-1.591,0.6657,-1.4405,3
-4.4882,1.6193,-1.5099,-8.0983,2.7915,5.7509,0
3.2496,-4.7528,2.133,-7.3847,0.0956,2.0138,2
5.1514,-2.1673,3.4491,-0.1214,0.8545,-1.2264,3
-1.5607,-1.9278,-2.7368,1.6946,-5.1,-4.8161,2
-8.1938,-1.3107,2.8616,-4.3229,2.4082,2.7283,0
1.1966,-6.4991,-2.5065,-3.3042,-3.4364,-2.8339,2
-1.3658,2.4974,3.1834,0.1262,-0.1546,9.7488,0
2.2451,-1.7873,3.1681,1.6831,-0.111,-2.0771,3
-1.1264,0.5182,2.8699,0.7913,-0.9511,-0.5499,0
-3.9533,2.8738,-1.4373,-4.5258,3.8561,-0.2727,0
0.8306,-1.0226,0.1191,-2.7684,-6.2194,1.1453,2
-0.1345,-7.5244,-0.8593,-2.6982,1.9876,-4.2392,2
5.8535,0.0376,-0.1263,-2.1058,-0.048,1.7562,2
0.2046,-0.8623,6.7136,0.0666,-2.9587,-6.7663,3
-0.4888,1.3499,-0.4677,-0.2946,1.4889,0.6978,0
4.7784,-1.7847,3.6213,-2.7546,-5.1374,-6.9783,3
-4.982,-1.3639,0.3485,-1.7909,2.5025,2.1031,1
-1.068,-4.4372,6.3521,-2.2599,-1.6586,-3.6443,3
0.0032,-2.1301,1.6838,-1.8639,1.3429,1.5209,0
2.3946,-7.5609,6.2146,-1.3879,-0.3417,-7.6991,3
-1.0092,0.6517,-5.0957,2.6714,4.9857,3.4478,1
-0.6736,0.2681,-1.49,-1.513,1.5184,5.6009,0
-2.3337,-3.6804,-0.6191,-2.7254,-2.3439,1.7704,2
-1.2068,-2.1462,-3.8959,-2.1735,-0.5924,3.7695,0
2.1476,-1.6769,-3.4466,-5.1058,0.5734,-6.2106,2
1.2338,1.6338,1.6093,-6.982,-1.1903,0.8008,0
-2.8785,3.0671,3.9944,-0.9226,-3.6994,5.6193,0
-2.4865,-0.3977,0.979,-7.2995,-2.5146,-3.0786,2
-3.214,-1.1468,2.9705,-6.1207,-0.253,-1.7293,2
6.4725,3.4647,1.2793,0.4864,3.2898,-1.2812,1
1.523,-1.3517,-2.8397,0.4062,1.4861,-1.9683,1
-0.7107,-0.1957,3.3309,-2.3844,2.1615,-0.1293,0
-4.6126,2.2548,-1.9075,-6.0756,1.4749,-2.2625,1
0.2819,0.439,-5.9204,-0.7376,4.085,-2.0136,1
4.0908,-1.2597,2.9963,0.4697,-3.2588,1.2577,3
2.7171,-0.228,1.504,1.8894,0.5152,0.0862,1
4.4011,-6.3715,-1.8833,-8.2863,-5.568,-6.1239,2
1.694,-4.3985,-0.8366,-3.495,3.1906,1.5693,2
-3.7773,-2.9402,7.6656,-0.7129,-2.5105,-3.9967,3
-3.992,0.5717,6.8185,-0.7329,-1.332,-6.2895,3
1.0008,1.0688,2.2678,-7.4312,-3.5972,-2.4672,2
0.8815,0.654,0.7684,-3.2226,3.7527,0.1863,1
-3.7571,2.3388,0.8692,-1.6084,-4.6159,-6.4006,3
5.1894,-3.1772,0.8518,-1.5715,-1.0545,-1.2881,3
3.5278,-2.9781,2.4758,-2.455,2.2116,0.4635,2
1.3498,-2.4366,2.4442,-4.1895,4.4054,0.3731,2
0.8601,-1.9177,2.1796,-1.313,1.1516,7.8391,0
0.1536,4.1177,3.3699,2.5666,-0.2258,-3.9568,1
1.1369,-1.3653,-2.6606,-1.6748,-2.376,-3.486,2
0.7944,-2.8823,-1.7633,3.6965,-2.7945,0.2911,3
-2.1809,0.1254,0.8769,-3.0359,1.6139,-1.9524,2
-4.2585,1.156,-1.7326,-4.5499,1.2551,3.0954,0
-3.6547,-1.728,-1.5762,5.7033,-2.6429,2.0482,0
1.363,-0.8433,3.6107,-0.5124,-2.3128,0.4247,3
0.7711,1.909,-6.5926,-3.3591,2.2463,-0.6688,1
0.2236,-2.209,0.6878,-2.7758,-4.8538,-0.1886,2
-2.5967,-0.5378,0.5838,-2.4215,-3.3364,4.4005,0
-1.1995,-3.1102,5.5065,-1.032,-0.0328,-6.1413,3
-0.2994,3.2604,5.7358,-2.7785,-3.3452,-2.6787,1
-5.4512,6.9725,0.2505,-0.389,1.725,0.6502,0
1.1693,-0.4882,-2.544,5.4106,-0.0743,-0.3387,1
0.6455,-0.2684,1.6491,-2.6533,-1.954,6.985,0
0.7252,4.5944,2.8621,-2.48,0.3051,-0.7055,0
-1.5358,2.994,-3.1864,-0.9308,4.1802,2.2844,1
-3.0143,-5.7059,-2.9095,-7.0535,1.7432,1.4119,2
1.347,-3.3395,-1.2919,-6.3966,6.3879,2.4423,0
-2.8988,-3.4144,-3.7834,-2.2058,0.4912,3.4021,1
-3.2385,1.339,1.441,0.5599,0.499,0.8414,0
8.397,-5.0369,0.8741,-4.0347,0.7623,-3.3927,2
2.6475,0.2822,-0.0128,3.7401,4.9099,0.7729,1
-1.6082,-4.7338,-1.3231,-5.1848,0.9574,-5.6858,2
2.2507,-4.5648,2.7717,3.3111,-1.6638,-4.0338,3
1.7521,-4.2864,-0.0563,1.6262,-1.154,2.769,0
1.8002,-0.9443,4.9675,3.1575,-6.3422,-2.1787,3
4.5842,2.9225,2.2778,-1.2611,-4.009,-2.1216,3
-2.5369,-0.3774,-1.0308,-3.2785,5.5032,0.3558,0
-3.7891,0.9414,-3.7611,-5.492,-0.0858,-3.1759,1
-0.3759,-2.2319,5.4441,-4.7412,-1.1671,-5.2437,3
-2.3013,2.7436,7.3255,-0.3988,0.2042,-2.8466,3
1.0319,2.4199,-2.9833,-0.8884,3.2882,-2.4998,0
1.2185,-7.6241,-1.9606,-1.5527,0.0955,0.1066,3
-0.7432,-2.941,2.8701,-4.6675,0.8941,0.7689,0
1.9539,5.8945,1.0636,3.3135,2.278,-3.437,1
1.463,-0.4882,-0.8841,-3.8925,-2.7707,-4.9921,2
2.7215,3.3059,0.4124,1.4592,-6.9442,-2.6294,3
-3.2572,-2.2779,-0.3229,-3.7596,0.9403,-1.3902,0
-0.7234,-3.3512,5.8669,-0.271,-0.72,-3.7749,3
4.3251,-2.7464,1.7044,1.1345,-3.8566,-0.8565,3
0.6291,4.0998,1.9256,3.4081,2.5581,-1.0626,1
-0.9313,-4.2858,-2.6189,-5.3986,0.4104,2.8105,1
-2.8856,2.0093,-0.0226,-3.4168,-1.5974,4.7585,0
-0.3977,-3.8061,-2.276,-3.2962,-1.3607,3.8519,0
-2.5554,-5.6062,2.4666,-2.4091,0.0566,2.1045,0
0.0931,-3.9203,1.8,-5.3654,2.5775,-3.4512,3
0.0549,2.5531,2.3651,-0.4856,4.9616,-4.683,1
4.2597,5.0854,0.9829,2.5538,3.9542,-2.7508,1
-2.8435,0.9546,2.4015,2.0457,4.4998,1.7143,1
1.4094,-1.1862,1.152,-2.6926,0.2245,-0.5728,3
0.6309,0.32,1.5125,-7.2401,-1.227,1.2965,2
0.2121,-0.2882,0.5815,2.0197,0.1131,-3.9077,1
-2.079,-0.433,0.2759,1.7887,1.3702,4.1473,1
0.462,3.1095,-4.5425,-8.8906,1.8702,-0.9396,0
-3.1057,-0.6025,2.4972,-1.9379,1.8472,3.7938,0
-3.9843,1.268,5.562,-5.4333,-2.6118,-2.9499,0
-2.4057,-0.1786,1.7029,0.5751,2.4558,0.1168,1
-2.9124,-3.7221,1.2148,-0.6457,3.3989,-2.0789,0
-0.5118,-1.0632,2.2823,-3.3712,-1.8974,-5.2637,3
-6.5005,0.411,4.296,-3.43,1.336,1.2618,0
4.5137,-0.8669,5.5945,-1.6059,-4.1909,-1.4834,2
5.0174,-3.7508,4.9091,2.1635,-1.2119,-1.009,1
-4.5443,0.4081,-1.3963,-5.5849,5.8258,0.0722,0
0.2195,0.1953,4.4151,-3.6415,2.3,-1.0556,0
0.3738,2.3626,0.0248,0.524,2.5564,-5.0963,1
3.5943,-3.9907,1.3294,-4.2892,-3.9712,-3.546,3
4.3134,1.7681,2.8409,-1.9671,-3.092,-2.2733,2
-0.501,-2.5455,-0.0941,-2.1108,-5.8259,-3.1425,2
-0.9096,-1.9165,-0.4845,-3.6871,1.008,-2.8922,2
1.7535,0.3413,-3.0057,2.1538,-0.6909,2.3965,1
-0.3845,-4.7246,0.7774,-1.6212,-2.0561,-0.3769,2
3.8536,3.0578,-0.085,2.9645,-2.8739,-3.0793,3
5.0275,-3.3128,-0.9307,-3.4018,-3.7577,0.4714,2
0.4756,-8.179,-1.5271,-4.6265,-0.3124,0.9749,2
-0.5496,2.1236,1.263,0.1863,-0.9612,6.7856,0
-1.9722,-6.372,0.7205,-3.5148,-0.0771,2.68,2
0.772,0.1928,2.0751,-2.5235,-1.7911,2.3603,0
3.9763,-4.7074,5.038,-3.8794,1.255,-1.2892,2
1.4759,0.7515,0.1277,-1.6487,0.5112,-3.2355,3
-3.3565,0.7015,5.3951,-4.386,2.6505,-1.0967,1
-1.8304,2.3641,1.2432,-1.409,-4.2943,-7.119,2
-5.8887,3.8536,6.3686,3.0512,0.9756,-2.0604,1
0.5147,0.1649,-1.5862,3.9918,-1.2023,-3.1151,3
6.2997,2.9326,0.8267,-1.9847,-7.2748,-0.9235,3
-4.4214,1.2214,-2.3273,-1.9228,-2.3788,-0.773,0
1.4502,1.0941,-1.5278,1.277,-1.9358,-0.7601,1
-1.7765,0.5565,-0.2595,4.0113,-0.3265,-0.963,1
-3.0205,1.5011,3.8441,5.4329,2.767,-5.2238,1
-0.9924,0.6732,3.1634,-0.5589,1.8951,-1.4975,0
1.9311,-1.4598,1.4706,3.9479,3.6815,-6.6309,1
-0.5512,0.8806,3.5171,5.0975,4.4276,-1.1451,1
-2.3487,-3.3863,-1.5554,1.9198,2.4851,-2.8958,2
3.9672,-1.0398,4.2718,-2.4652,-0.0664,-5.9454,3
-1.9057,-6.4563,-1.2897,-3.3475,-3.628,-1.5364,2
0.9085,0.5336,-0.1574,-7.9931,5.9244,-1.9621,0
-0.5276,4.6856,-2.1517,0.1679,-0.218,-0.0094,1
0.2741,-0.2548,-2.2093,1.7081,5.9809,-4.0896,1
-3.3606,0.1821,-1.2136,2.7283,3.1629,-2.4077,1
0.6069,1.333,1.3296,-1.9008,4.0944,1.0119,1
7.7755,-4.0196,2.3249,-0.5275,-1.2566,-1.3132,2
-1.8405,0.9431,0.5618,4.166,3.3844,-2.8181,1
-3.0655,0.5934,-0.8974,2.5431,0.926,-1.5698,1
-1.1337,-2.3778,1.2231,-2.8803,-1.3007,-4.6943,3
1.3084,0.2195,5.132,-1.2125,-4.5879,-7.1715,3
-0.8049,-0.0721,2.0277,-4.8005,2.3859,-1.2407,0
-1.9134,-3.4957,-3.0355,-4.0114,0.618,1.7412,0
-2.2983,2.2628,2.856,0.2963,4.1024,-0.3249,1
6.5929,1.9901,1.1915,-2.7877,-4.27,-2.1748,2
0.4191,5.2083,5.2098,-3.5444,-0.8626,0.1539,0
-2.0928,4.6646,0.4181,-4.0825,0.1206,0.1094,0
3.939,2.2117,4.9819,-6.0715,-1.017,-2.9256,3
5.9148,-4.3737,5.2119,-0.7662,-0.771,-1.7481,3
0.7228,-2.895,1.8556,-4.4247,1.6813,1.198,2
0.66,1.2289,1.7001,4.463,-1.2272,-2.1602,1
0.0869,-2.8855,1.0599,-2.6316,-7.0372,-3.8967,2
-4.6372,3.9583,-2.3202,-4.5791,-3.44,0.3427,1
-0.8989,-4.2052,-0.1461,-3.5503,-0.1295,1.7513,0
1.8211,0.2685,-1.0437,2.2452,-2.4349,-5.6338,3
0.4787,1.2094,-0.735,-1.3174,-2.9974,-3.005,3
4.0021,0.2236,1.5341,-2.2401,0.8411,2.5575,0
-0.2509,1.108,3.5877,-2.3887,-0.749,-2.5533,2
0.8493,-4.4036,3.6481,-2.9288,-1.2069,-2.7736,3
-1.8825,0.7548,8.9764,0.4776,-1.7405,-3.7521,3
1.4462,-2.9826,2.0182,0.2726,-0.6061,-2.7423,3
1.6689,-8.3466,5.3677,0.0326,0.5096,-1.3375,3
-1.1198,-1.663,-3.237,-5.8035,1.2227,-2.0669,2
3.018,-3.1242,-0.058,-3.7399,-3.0074,-4.4018,2
5.9264,-5.2891,-3.5079,-1.4456,-0.7049,0.6365,2
-3.8755,5.3855,2.3173,1.0872,-2.6374,0.5083,0
-3.4001,-4.6257,3.4587,-0.8614,0.7062,4.7831,2
-0.5388,-3.342,2.5134,-0.8904,2.2141,2.5794,0
3.4726,2.7879,2.3773,-2.412,-2.9818,3.9249,0
-1.8965,-1.6471,3.2711,0.0752,-2.0914,-0.028,3
0.5918,2.3951,0.3347,2.1135,0.8783,3.8048,0
-3.6314,-6.1739,-0.5326,-1.1529,1.9643,-9.9134,2
2.5207,-4.4594,4.436,-0.7647,-3.0408,1.9833,2
0.1913,-4.1017,-0.5107,-5.0759,0.3764,5.9728,0
3.0048,2.4592,3.6723,1.5466,-4.272,-6.2689,3
0.7461,-5.1146,2.3287,-4.2728,4.8177,-3.5416,1
-3.0237,0.1698,3.7286,-2.2455,-0.2742,-5.8947,2
0.6245,-3.4261,3.279,-2.0198,1.562,-1.2015,3
0.581,0.7735,-2.4809,-0.1535,-1.4217,-0.986,0
-4.2614,-1.9869,0.6354,-4.9589,3.4753,-0.5519,0
-0.4986,-7.531,2.5827,1.7352,-2.9578,-6.3058,3
-1.4556,3.2652,2.4624,-5.1729,2.451,3.6582,1
-2.7591,-1.5239,-0.0229,-2.1194,-6.44,-2.8855,3
-2.1741,1.4828,1.0601,-3.1912,3.2701,-5.8945,3
-0.0566,-0.6573,-0.3792,-1.8475,5.6242,3.081,1
-1.2669,-0.5565,0.1629,-11.9695,-3.2004,4.6105,0
1.9167,3.3219,1.2042,-3.9228,0.751,-2.0126,2
-4.2736,0.4653,4.7112,0.1404,-3.9673,-4.1678,3
-2.3268,3.6433,-0.1814,-2.0019,-5.3747,1.0291,0
1.4237,-0.3012,2.1691,-1.6265,-5.8821,1.7148,1
-5.3551,1.3763,3.6454,-3.4617,0.558,2.8942,0
-0.1886,2.534,5.7533,0.6468,-2.5166,-0.7404,2
-2.5984,-5.5339,0.2141,-3.2335,-1.7317,-0.3197,2
1.6607,0.7315,0.5996,-4.7811,5.8112,3.0356,0
2.7092,-4.9839,-3.5276,-2.6406,-0.954,1.1326,2
0.7077,-3.989,0.7452,1.076,-5.4846,2.6401,2
-4.3141,1.3297,-4.3849,-3.279,-1.3953,-0.8835,2
-3.2109,-6.9821,1.1937,1.3656,-1.0646,-1.6574,3
0.7031,-4.0832,1.1245,1.1424,-1.1162,-1.3316,2
0.2972,2.1631,6.238,-4.3297,-1.7144,-3.5238,3
-0.8522,-2.2525,4.4463,-1.3458,-3.0829,1.6172,3
-1.4345,0.5249,0.4496,-2.4444,-1.8762,5.7643,0
2.9851,2.2633,1.0568,0.5353,0.9354,-1.0262,3
-3.3899,-0.7123,3.0336,-3.6714,0.0082,-3.1197,2
1.7602,-2.9182,3.1627,3.8971,-1.8803,-0.9567,3
-0.4619,0.5199,-1.5246,-7.6419,-3.43,4.7645,0
1.9583,2.7276,0.7863,-0.6443,0.9196,-2.5444,1
1.9098,-0.9822,-2.783,1.1312,6.7012,1.0837,1
1.2734,-2.1024,3.645,1.699,-1.9721,-4.1267,3
-0.8165,-0.367,2.2021,-2.6314,-2.6687,-0.385,3
0.4535,-5.9361,3.3084,-2.5487,-1.8375,-1.0516,3
-2.9019,3.0941,3.0113,-5.4387,2.2788,0.9974,0
0.4316,-0.1479,1.7604,-3.324,5.8317,2.9519,0
2.5899,-5.2909,2.7434,2.1563,1.8948,-6.0116,2
-1.1473,2.5839,0.5997,-7.039,3.687,2.7353,0
2.5072,-4.7723,-0.4171,-3.7435,-4.1979,-4.5846,3
-0.6818,-5.6327,-6.5709,-5.5093,3.4739,-1.5025,0
2.2953,-1.5054,0.991,1.5803,1.5967,0.541,3
-4.2617,2.8677,1.3099,-3.5191,0.8666,-2.4217,1
1.1432,1.5552,-2.083,2.8469,1.0015,1.7898,1
-6.183,5.1555,2.2118,-1.8043,-2.3827,4.0006,0
2.4019,0.6921,-0.1824,0.9422,-2.6149,-3.5684,3
1.1693,5.1518,4.3848,-4.262,-0.3531,2.5552,0
-7.0681,-0.9974,-3.9537,-2.5719,-0.9919,-0.8015,2
-1.1644,2.003,-4.7253,-2.5204,1.4865,-2.3255,1
0.5854,-3.8578,0.3988,-0.7266,-3.6107,-1.828,2
-0.1884,-2.1152,2.0702,-1.3845,3.5679,-0.6828,1
-2.417,2.1261,-1.5654,-1.505,-1.7939,4.541,0
0.2667,0.1302,2.8007,-6.3158,0.029,-2.0033,1
-3.2637,2.7103,-2.2174,2.6632,3.2829,-2.349,1
-2.2523,-0.9845,-0.153,0.3393,-4.2203,1.5037,3
-0.0662,1.9499,1.4512,-2.3971,0.0323,0.6911,1
-1.5851,-1.2262,-2.1091,-0.9164,3.0354,-3.6375,1
2.5747,4.3301,0.5503,5.8735,1.6213,-1.9912,1
1.0345,-4.084,-5.4564,-3.0393,-2.5225,0.2642,0
-0.7635,2.7998,-4.1991,1.4818,3.0616,-1.1967,1
3.9514,-0.5121,0.5855,0.2294,-0.4589,-3.8082,3
0.8429,-3.8774,0.2109,-3.8066,0.006,-1.8363,2
2.4249,2.9021,3.0481,-0.4473,5.2449,2.1694,1
0.8684,3.3665,-2.7656,3.135,-2.0359,-5.1421,1
-1.6266,-3.3035,1.7358,-2.1397,0.8517,1.2264,0
-2.5748,1.8964,-3.3909,-7.4807,-2.3089,3.9023,0
-1.856,-1.0648,1.9946,-1.9301,-8.1547,-2.1812,3
-3.4,-1.7962,0.5353,2.6206,-3.694,-0.5959,3
-0.943,-0.6072,0.7776,-4.4969,-2.908,0.2204,2
3.1488,3.6042,2.6647,-3.0188,2.1212,-1.1126,0
0.1951,-0.3441,-0.7796,4.8972,1.5384,-2.7032,1
-6.2509,3.2053,-3.1293,-1.732,-0.5186,0.1884,0
-3.3287,3.248,1.3639,-0.7173,4.9782,2.4977,1
-3.2897,0.6325,3.8545,-2.9319,1.0353,5.0372,0
-4.2729,3.3941,0.2394,1.1995,0.0843,-1.5086,0
2.5929,-0.6598,3.1157,4.5605,-1.2008,-0.46,1
4.2172,0.9368,1.3626,0.3447,1.9887,1.0899,1
-0.2241,-2.1287,7.7881,-3.5086,-1.8283,-6.1618,3
3.9307,-4.5819,-1.8833,-6.2091,-1.3342,1.0297,2
-2.4385,2.0641,-2.0649,-4.5467,3.3745,3.3174,1
-1.0719,-0.7162,0.4371,-0.3839,-0.0092,0.5592,0
-0.9597,-8.0514,0.9546,-1.2494,-4.1375,1.2471,2
-0.6613,5.6391,3.7387,0.3853,7.2151,-1.1062,1
-1.0454,1.3994,1.6828,2.9263,0.0869,2.8136,1
2.3393,-8.1776,3.3242,-5.9793,-1.6972,0.5528,2
0.7063,2.9355,3.361,3.0066,4.6194,-1.6534,1
-0.4841,-0.7917,-2.1892,-5.3866,-1.046,-2.6737,2
4.0666,1.1695,2.7014,1.7813,-3.4712,-5.9642,3
2.7959,-0.4797,3.7826,-4.7125,0.1384,-4.9539,2
-4.3905,-4.3441,3.5748,0.6257,-3.1283,-6.9293,3
2.0769,0.9383,2.1357,1.87,-1.836,1.9215,1
-4.1352,1.518,1.33,2.6906,3.3389,-0.121,1
0.6968,5.4354,0.9173,-2.2882,-0.302,1.55,1
-3.3416,3.9159,-0.3545,-4.5689,-3.0511,2.3053,0
-4.3278,-0.2864,-1.8339,-4.0143,1.3974,-0.4542,0
-3.2098,3.5515,-0.1974,-1.5969,0.4563,3.0293,0
4.1708,-1.8307,1.8984,-5.7924,0.2633,0.8053,2
3.1448,-4.1404,3.3541,-3.0518,0.0572,0.966,2
-0.372,-0.0523,2.3966,1.5232,5.5416,-0.0419,1
-0.5203,-3.9492,-1.4875,0.072,-2.7612,-5.3248,2
-0.9283,-3.7179,-1.1812,-0.157,-3.1021,3.5874,1
-4.0743,0.8734,7.7361,-4.3069,-0.3378,4.1948,0
2.1295,2.1766,3.31,-4.1417,-2.1297,-4.8794,3
0.5868,-0.4991,-2.4521,-2.737,3.7025,1.5048,1
-2.1638,-1.6437,0.9938,-7.1852,-1.436,1.914,0
-0.0053,1.7203,2.4416,-3.8124,2.9166,0.1966,0
5.5671,-0.2779,3.8564,6.9188,4.7952,-6.3465,3
4.5879,3.7538,0.2888,-7.4349,-1.7225,-3.5124,2
4.6824,-1.5134,-1.7559,-0.1346,-5.0128,-0.4017,2
-2.1268,4.2691,0.5018,1.5365,-0.356,3.4598,1
-2.1545,-1.3349,4.2728,-2.4645,1.8239,-2.0175,2
1.6384,4.5884,1.371,2.3931,7.3175,3.8141,1
-2.1664,4.5545,0.5903,-2.7873,-0.2644,-5.117,1
-6.6124,0.86,0.3294,-4.6166,-0.3524,2.058,0
-1.795,-2.3785,-1.7106,-0.4014,-4.546,-0.9556,2
2.2684,-4.2343,-2.8786,1.732,3.3824,0.7873,2
2.2333,0.165,1.842,1.907,2.4843,-1.3445,3
6.2545,-7.2964,0.28,-4.8254,-1.6948,-4.2496,2
1.197,3.4776,-3.1596,-3.9377,0.0875,-2.2951,0
-0.2669,8.7093,-0.8483,0.9241,4.6012,0.3263,1
-2.9806,-0.3927,3.037,-5.409,-3.199,1.4877,0
0.148,-2.3019,-4.1978,-0.2382,-1.9444,-0.6621,1
-0.4007,-1.1737,4.2546,-4.1878,1.8517,-0.8662,1
3.6401,1.2206,3.8842,-2.7974,-4.4454,-0.1047,3
-1.2444,0.4251,4.0045,-3.7762,-3.5845,4.8028,0
0.0852,-4.1773,-0.3864,2.5649,0.9763,3.2625,2
1.2522,0.2095,7.2281,1.986,-2.2883,-4.0968,3
1.2014,2.8872,-0.6918,-9.1752,1.5207,-3.2707,1
-1.1683,-2.8507,4.0384,2.459,-3.3812,2.7211,3
2.3991,1.2484,-2.0524,3.3436,1.7562,6.1286,1
1.6938,0.2787,1.9837,-5.4994,3.3338,3.6129,0
-0.7555,-3.7771,1.9362,-1.4591,-2.6663,-3.3335,2
0.364,2.2055,-3.3956,2.0659,1.875,-3.6328,1
0.5064,-2.8352,-4.8759,-7.2216,-2.1147,3.1415,0
4.1462,2.8919,3.8911,1.9425,-1.5842,-2.2877,1
0.7597,1.7766,-2.3118,-3.2604,-3.1399,-1.4249,1
2.4396,2.8678,-1.0553,-2.6787,-5.3691,-5.1038,3
2.2485,0.3322,4.167,-0.7061,-2.975,-2.8166,3
-2.9639,2.6936,-0.1807,0.6764,-0.7593,-4.3024,1
3.2948,3.0491,5.5728,1.9579,0.2112,-1.3063,2
-4.6187,2.1984,1.2075,-1.8354,6.5812,2.379,1
0.7161,-5.6236,9.1036,0.7969,-2.7914,-5.4274,3
1.5554,-1.1198,0.2941,-6.9414,-1.074,-0.3497,2
-1.7377,-2.6439,-3.8386,0.2313,3.9781,3.1204,0
-0.4543,-2.3767,1.4276,-0.9252,0.1553,-4.4711,3
1.1593,-4.8984,-4.0335,-2.411,-3.3164,2.1321,2
1.0991,2.6974,4.18,1.2174,-0.591,-3.5869,3
2.0772,-3.4233,3.7202,-1.8516,0.1605,-7.2072,2
-2.1069,-2.4167,0.6757,-3.7603,2.1135,-2.3656,2
-0.1105,-1.0645,-2.7741,0.5428,-0.6476,4.3991,1
-4.2019,-1.1126,1.5351,1.2999,3.3286,-1.0182,1
-0.4919,-0.3546,3.8688,3.3138,0.532,3.5077,1
-0.5734,2.3723,-0.8765,-8.8254,1.3822,10.0503,0
-0.5493,-3.9538,1.0278,1.6754,-0.6586,-0.6958,2
-0.7428,-0.0826,3.002,0.9747,-2.6997,-0.0438,1
7.3052,-1.6654,0.9012,-6.7001,-2.8325,-3.7092,3
